Addr,Pattern,Passes,NearHits,Readbacks,MatchTypes
0x00000000,00000000,0,0,"11937d66f|881862b7d|881862b7d|881862b7d|881862b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,FFFFFFFF,0,0,"4480550dd|000002b7d|000002b7d|000002b7d|000002b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,AAAAAAAA,0,0,"000002b7d|fffff2b7d|fffff2b7d|fffff2b7d|fffff2b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,55555555,0,0,"fffff2b7d|aaaaa2b7d|aaaaa2b7d|aaaaa2b7d|aaaaa2b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,DEADBEEF,0,0,"aaaaa2b7d|555552b7d|555552b7d|555552b7d|555552b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,CAFEBABE,0,0,"555552b7d|ddead2b7d|ddead2b7d|ddead2b7d|ddead2b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,12345678,0,0,"ddead2b7d|ccafe2b7d|ccafe2b7d|ccafe2b7d|ccafe2b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,87654321,0,0,"ccafe2b7d|112342b7d|112342b7d|112342b7d|112342b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,F0F0F0F0,0,0,"112342b7d|887652b7d|887652b7d|887652b7d|887652b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,0F0F0F0F,0,0,"887652b7d|ff0f02b7d|ff0f02b7d|ff0f02b7d|ff0f02b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,B9125134,0,0,"ff0f02b7d|00f0f2b7d|00f0f2b7d|00f0f2b7d|00f0f2b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,F6108000,0,0,"00f0f2b7d|bb9122b7d|bb9122b7d|bb9122b7d|bb9122b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,D9285A15,0,0,"bb9122b7d|ff6102b7d|ff6102b7d|ff6102b7d|ff6102b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,BB93024A,0,0,"ff6102b7d|dd9282b7d|dd9282b7d|dd9282b7d|dd9282b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,996B0914,0,0,"dd9282b7d|bbb932b7d|bbb932b7d|bbb932b7d|bbb932b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,5AB427C8,0,0,"bbb932b7d|9996b2b7d|9996b2b7d|9996b2b7d|9996b2b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,C74B5E4E,0,0,"9996b2b7d|55ab42b7d|55ab42b7d|55ab42b7d|55ab42b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,116532CC,0,0,"55ab42b7d|cc74b2b7d|cc74b2b7d|cc74b2b7d|cc74b2b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,22CD0CD0,0,0,"cc74b2b7d|111652b7d|111652b7d|111652b7d|111652b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,E51AAF27,0,0,"111652b7d|222cd2b7d|222cd2b7d|222cd2b7d|222cd2b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,472B21DA,0,0,"222cd2b7d|ee51a2b7d|ee51a2b7d|ee51a2b7d|ee51a2b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,7D9B2224,0,0,"ee51a2b7d|4472b2b7d|4472b2b7d|4472b2b7d|4472b2b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,B218C3CF,0,0,"4472b2b7d|77d9b2b7d|77d9b2b7d|77d9b2b7d|77d9b2b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,3D624F9B,0,0,"77d9b2b7d|bb2182b7d|bb2182b7d|bb2182b7d|bb2182b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000000,7B13EC58,0,0,"bb2182b7d|33d622b7d|33d622b7d|33d622b7d|33d622b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,00000000,0,0,"33d622b7d|77b132b7d|77b132b7d|77b132b7d|77b132b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,FFFFFFFF,0,0,"881862b7d|000002b7d|000002b7d|000002b7d|000002b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,AAAAAAAA,0,0,"000002b7d|fffff2b7d|fffff2b7d|fffff2b7d|fffff2b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,55555555,0,0,"fffff2b7d|aaaaa2b7d|aaaaa2b7d|aaaaa2b7d|aaaaa2b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,DEADBEEF,0,0,"aaaaa2b7d|555552b7d|555552b7d|555552b7d|555552b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,CAFEBABE,0,0,"555552b7d|ddead2b7d|ddead2b7d|ddead2b7d|ddead2b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,12345678,0,0,"ddead2b7d|ccafe2b7d|ccafe2b7d|ccafe2b7d|ccafe2b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,87654321,0,0,"ccafe2b7d|112342b7d|112342b7d|112342b7d|112342b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,F0F0F0F0,0,0,"112342b7d|887652b7d|887652b7d|887652b7d|887652b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,0F0F0F0F,0,0,"887652b7d|ff0f02b7d|ff0f02b7d|ff0f02b7d|ff0f02b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,B9125134,0,0,"ff0f02b7d|00f0f2b7d|00f0f2b7d|00f0f2b7d|00f0f2b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,F6108000,0,0,"00f0f2b7d|bb9122b7d|bb9122b7d|bb9122b7d|bb9122b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,D9285A15,0,0,"bb9122b7d|ff6102b7d|ff6102b7d|ff6102b7d|ff6102b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,BB93024A,0,0,"ff6102b7d|dd9282b7d|dd9282b7d|dd9282b7d|dd9282b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,996B0914,0,0,"dd9282b7d|bbb932b7d|bbb932b7d|bbb932b7d|bbb932b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,5AB427C8,0,0,"bbb932b7d|9996b2b7d|9996b2b7d|9996b2b7d|9996b2b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,C74B5E4E,0,0,"9996b2b7d|55ab42b7d|55ab42b7d|55ab42b7d|55ab42b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,116532CC,0,0,"55ab42b7d|cc74b2b7d|cc74b2b7d|cc74b2b7d|cc74b2b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,22CD0CD0,0,0,"cc74b2b7d|111652b7d|111652b7d|111652b7d|111652b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,E51AAF27,0,0,"111652b7d|222cd2b7d|222cd2b7d|222cd2b7d|222cd2b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,472B21DA,0,0,"222cd2b7d|ee51a2b7d|ee51a2b7d|ee51a2b7d|ee51a2b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,7D9B2224,0,0,"ee51a2b7d|4472b2b7d|4472b2b7d|4472b2b7d|4472b2b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,B218C3CF,0,0,"4472b2b7d|77d9b2b7d|77d9b2b7d|77d9b2b7d|77d9b2b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
0x00000004,3D624F9B,0,0,"77d9b2b7d|bb2182b7d|bb2182b7d|bb2182b7d|bb2182b7d","FAIL|FAIL|FAIL|FAIL|FAIL"
